max_depth,n_learner,f1_score,elapsed_time,total_score
38,19,0.945649431,0.423304796,0.899183335
38,19,0.945649431,0.456086874,0.898527693
38,24,0.950681725,0.520234585,0.902277033
38,24,0.950681725,0.585157871,0.900978567
38,24,0.950681725,0.594417095,0.900793383
38,24,0.950681725,0.534274578,0.901996233
38,19,0.945649431,0.450961113,0.898630209
38,19,0.945649431,0.435765505,0.898934121
38,24,0.950681725,0.549342632,0.901694872
38,19,0.945649431,0.450285435,0.898643722
38,19,0.945649431,0.435096025,0.89894751
38,24,0.950681725,0.544183969,0.901798045
38,24,0.950681725,0.542896986,0.901823785
38,24,0.950681725,0.533932686,0.902003071
40,24,0.950854245,0.54317832,0.899990679
40,24,0.950854245,0.552828312,0.899797679
38,24,0.950681725,0.56269598,0.901427805
38,24,0.950681725,0.536509991,0.901951525
74,24,0.955036799,0.552099943,0.8699948
38,24,0.950681725,0.537621021,0.901929304
38,24,0.950681725,0.566909313,0.901343539
38,24,0.950681725,0.532192945,0.902037866
38,24,0.950681725,0.533895731,0.90200381
38,24,0.950681725,0.526718378,0.902147357
38,24,0.950681725,0.519986391,0.902281997
38,24,0.950681725,0.516239166,0.902356942
40,24,0.950854245,0.523430109,0.900385643
38,24,0.950681725,0.520901203,0.902263701
40,24,0.950854245,0.527203321,0.900310179
38,81,0.954745686,1.668825388,0.883369178
40,24,0.950854245,0.526162148,0.900331002
38,24,0.950681725,0.511270046,0.902456324
40,47,0.953728696,0.9468081,0.894792534
38,24,0.950681725,0.52209425,0.90223984
38,24,0.950681725,0.519904137,0.902283642
38,63,0.954572464,1.316088915,0.890250686
38,24,0.950681725,0.518787146,0.902305982
38,24,0.950681725,0.532817602,0.902025373
14,24,0.677617123,0.505796909,0.653501185
40,30,0.950181065,0.675480604,0.896671453
38,24,0.950681725,0.523322821,0.902215268
40,24,0.950854245,0.530912399,0.900235997
38,115,0.955594717,2.419407368,0.86920657
40,24,0.950854245,0.528095245,0.90029234
40,24,0.950854245,0.5353477,0.900147291
38,24,0.950681725,0.531575441,0.902050216
40,24,0.950854245,0.53019619,0.900250322
40,24,0.950854245,0.538035631,0.900093533
40,24,0.950854245,0.517377138,0.900506703
40,24,0.950854245,0.528540373,0.900283438
38,24,0.950681725,0.518250942,0.902316706
40,24,0.950854245,0.526666641,0.900320913
40,24,0.950854245,0.516347408,0.900527297
150,24,0.956057509,0.524262667,0.795572256
38,24,0.950681725,0.523787737,0.90220597
40,24,0.950854245,0.530333757,0.90024757
40,24,0.950854245,0.52724719,0.900309302
40,24,0.950854245,0.549103737,0.899872171
40,24,0.950854245,0.55679512,0.899718343
38,24,0.950681725,0.5239923,0.902201879
38,24,0.950681725,0.538852215,0.901904681
40,24,0.950854245,0.604374647,0.898766752
38,24,0.950681725,0.57929039,0.901095917
40,24,0.950854245,0.528147459,0.900291296
40,118,0.953979711,2.471250534,0.864554701
38,24,0.950681725,0.526204586,0.902157633
106,24,0.956057509,0.536719084,0.839323128
38,24,0.950681725,0.557627678,0.901529171
38,24,0.950681725,0.564426899,0.901393187
84,24,0.956057509,0.528092146,0.861495667
38,24,0.950681725,0.524376154,0.902194202
38,24,0.950681725,0.531090975,0.902059905
38,24,0.950681725,0.516935349,0.902343018
38,24,0.950681725,0.524514437,0.902191436
38,24,0.950681725,0.523505926,0.902211606
10,24,0.456541832,0.489341974,0.436754993
38,24,0.950681725,0.515408754,0.90237355
38,24,0.950681725,0.528155804,0.902118609
144,24,0.956057509,0.540137768,0.801254754
38,24,0.950681725,0.530279875,0.902076127
38,24,0.950681725,0.515943289,0.902362859
38,6,0.911206493,0.155705214,0.870092389
10,24,0.456541832,0.519356489,0.436154702
10,24,0.456541832,0.527354479,0.435994742
30,24,0.934614302,0.529135704,0.894031588
38,24,0.950681725,0.516483068,0.902352063
10,24,0.456541832,0.439397812,0.437753876
38,24,0.950681725,0.503597736,0.90260977
27,24,0.913472583,0.482662678,0.87681933
38,24,0.950681725,0.502633095,0.902629063
38,24,0.950681725,0.508775234,0.90250622
38,24,0.950681725,0.507712126,0.902527482
38,24,0.950681725,0.546201944,0.901757686
38,24,0.950681725,0.514400244,0.90239372
24,24,0.899697729,0.450573444,0.86668626
17,24,0.776066357,0.505454779,0.748957262
24,75,0.913463829,1.442679882,0.860610231
43,24,0.949284725,0.552774668,0.895229232
24,24,0.899697729,0.457333326,0.866551062
24,24,0.899697729,0.474903107,0.866199667
24,24,0.899697729,0.518910885,0.865319511
24,24,0.899697729,0.473474741,0.866228234
24,24,0.899697729,0.502298832,0.865651752
24,24,0.899697729,0.486227751,0.865973174
24,24,0.899697729,0.461971045,0.866458308
24,24,0.899697729,0.520119667,0.865295336
24,24,0.899697729,0.46784544,0.86634082
24,24,0.899697729,0.503958702,0.865618555
24,24,0.899697729,0.473973513,0.866218259
38,24,0.950681725,0.500392437,0.902673876
38,24,0.950681725,0.517462969,0.902332465
38,24,0.950681725,0.469110966,0.903299506
38,24,0.950681725,0.520395041,0.902273824
38,24,0.950681725,0.478518486,0.903111355
38,24,0.950681725,0.507262707,0.902536471
38,24,0.950681725,0.52270627,0.902227599
38,24,0.950681725,0.522295713,0.902235811
38,24,0.950681725,0.514405251,0.90239362
38,24,0.950681725,0.537260771,0.901936509
38,24,0.950681725,0.52279377,0.902225849
38,24,0.950681725,0.486253023,0.902956664
38,24,0.950681725,0.483713865,0.903007448
38,24,0.950681725,0.486846447,0.902944796
38,24,0.950681725,0.540049791,0.901880729
38,24,0.950681725,0.489063978,0.902900445
38,24,0.950681725,0.542844534,0.901824834
38,24,0.950681725,0.46444869,0.903392751
38,24,0.950681725,0.525047302,0.902180779
38,24,0.950681725,0.506147146,0.902558782
38,24,0.950681725,0.550395727,0.90167381
25,24,0.910687641,0.457129717,0.876545047
38,24,0.950681725,0.519907236,0.90228358
38,24,0.950681725,0.509319067,0.902495344
149,30,0.958555255,0.584686041,0.797861535
5,24,0.129721636,0.450778246,0.115706071
30,24,0.934614302,0.511260509,0.894389092
38,24,0.950681725,0.468040943,0.903320906
25,24,0.910687641,0.53230691,0.875041503
25,24,0.910687641,0.508459568,0.87551845
38,24,0.950681725,0.538006067,0.901921604
38,24,0.950681725,0.504131556,0.902599094
25,24,0.910687641,0.520417452,0.875279292
25,24,0.910687641,0.497121096,0.875745219
38,24,0.950681725,0.464354277,0.903394639
38,24,0.950681725,0.531465769,0.902052409
38,24,0.950681725,0.467655897,0.903328607
38,24,0.950681725,0.525637865,0.902168968
25,24,0.910687641,0.456235409,0.876562933
25,24,0.910687641,0.47009778,0.876285685
38,24,0.950681725,0.514137506,0.902398975
38,24,0.950681725,0.468942881,0.903302867
38,24,0.950681725,0.48989296,0.902883866
38,24,0.950681725,0.549509764,0.90169153
38,24,0.950681725,0.535803556,0.901965654
25,24,0.910687641,0.461541176,0.876456817
38,24,0.950681725,0.520787239,0.90226598
25,24,0.910687641,0.462994337,0.876427754
38,24,0.950681725,0.517609358,0.902329538
25,62,0.926083329,1.204062223,0.877002085
38,24,0.950681725,0.522097826,0.902239768
38,24,0.950681725,0.48058176,0.90307009
25,24,0.910687641,0.470733166,0.876272978
25,24,0.910687641,0.491577864,0.875856084
38,24,0.950681725,0.512152433,0.902438676
38,24,0.950681725,0.47684288,0.903144867
38,24,0.950681725,0.526200533,0.902157714
38,24,0.950681725,0.520473957,0.902272246
38,24,0.950681725,0.554890156,0.901583922
38,24,0.950681725,0.480422974,0.903073265
38,24,0.950681725,0.509252787,0.902496669
4,24,0.090329069,0.44643712,0.077400327
38,24,0.950681725,0.503931046,0.902603104
31,24,0.939018273,0.515636206,0.897705549
25,24,0.910687641,0.461671352,0.876454214
38,24,0.950681725,0.552477598,0.901632173
109,24,0.956057509,0.527199507,0.836513519
38,24,0.950681725,0.517864704,0.902324431
38,24,0.950681725,0.522856474,0.902224595
38,24,0.950681725,0.544589281,0.901789939
38,24,0.950681725,0.506962299,0.902542479
38,24,0.950681725,0.464859962,0.903384526
60,24,0.954080363,0.507628202,0.883927799
25,24,0.910687641,0.458650827,0.876514624
38,24,0.950681725,0.528063297,0.902120459
38,24,0.950681725,0.514817476,0.902385375
25,24,0.910687641,0.521583796,0.875255965
38,24,0.950681725,0.524450779,0.902192709
38,24,0.950681725,0.531644583,0.902048833
38,24,0.950681725,0.523994923,0.902201826
38,24,0.950681725,0.546034336,0.901761038
38,24,0.950681725,0.473035097,0.903221023
38,24,0.950681725,0.509691477,0.902487895
38,118,0.956299203,2.416307688,0.869973049
38,24,0.950681725,0.530835152,0.902065022
38,24,0.950681725,0.524651051,0.902188704
38,24,0.950681725,0.52827692,0.902116186
38,24,0.950681725,0.52478981,0.902185929
38,24,0.950681725,0.516604424,0.902349636
38,86,0.955774788,1.776273966,0.882249309
38,3,0.866907605,0.102924824,0.826849109
38,24,0.950681725,0.524629354,0.902189138
38,24,0.950681725,0.518306971,0.902315585
89,24,0.956057509,0.542279243,0.856211925
38,24,0.950681725,0.522042274,0.902240879
38,24,0.950681725,0.520969868,0.902262327
38,24,0.950681725,0.519258499,0.902296555
38,24,0.950681725,0.490824461,0.902865236
38,118,0.956299203,2.413772583,0.870023751
38,24,0.950681725,0.518783092,0.902306063
38,24,0.950681725,0.531566381,0.902050397
38,24,0.950681725,0.527659178,0.902128541
38,24,0.950681725,0.517255783,0.902336609
38,24,0.950681725,0.527664661,0.902128432
38,24,0.950681725,0.516782522,0.902346074
38,24,0.950681725,0.535212517,0.901977475
38,24,0.950681725,0.526438475,0.902152955
38,24,0.950681725,0.525571108,0.902170303
38,24,0.950681725,0.524976492,0.902182195
38,24,0.950681725,0.530731201,0.902067101
118,24,0.956057509,0.527216911,0.827513171
