max_depth,n_learner,f1_score,elapsed_time,total_score
51,22,0.9437335958731178,75.98031258583069,0.9057434395802024
57,36,0.9451517175923955,131.41307425498962,0.8794451804649006
35,27,0.8734400461455554,68.55470943450928,0.8391626914283007
94,38,0.9341270234197984,150.35977864265442,0.8589471340984711
28,21,0.7423423731041776,49.00285720825195,0.7178409445000516
40,7,0.8427334326368008,19.73311758041382,0.8328668738465939
58,19,0.9440881364347891,70.15463399887085,0.9090108194353537
99,32,0.9369750923231388,121.51479196548462,0.8762176963403965
39,20,0.8783218158283701,53.97277069091797,0.8513354304829112
55,13,0.9428996130937386,45.286503076553345,0.920256361555462
93,6,0.9360032222894714,22.10550022125244,0.9249504721788452
58,21,0.944945316114854,77.18831300735474,0.9063511596111766
24,4,0.5573825327357887,9.397783279418945,0.5526836410960793
17,13,0.4599102911712295,25.977428913116455,0.44692157671467125
7,31,0.12402354325532669,53.854641914367676,0.09709622229814285
21,5,0.497005834198063,11.10639214515686,0.49145263812548456
53,28,0.9449163210880025,94.1530385017395,0.8978398018371327
88,32,0.9384573623401369,126.95721459388733,0.8749787550431932
86,4,0.9315504295522833,15.618366956710815,0.9237412460739278
48,21,0.9427274442841415,65.90924286842346,0.9097728228499298
93,6,0.9360032222894714,22.05565643310547,0.9249753940729187
55,4,0.9335813485775204,14.668930768966675,0.926246883193037
86,13,0.9408468905683638,51.566892862319946,0.9150634441372039
93,13,0.9364688939240724,49.12202048301697,0.9119078836825639
55,6,0.938513800975991,21.63755989074707,0.9276950210306175
93,13,0.9364688939240724,48.874561071395874,0.9120316133883745
55,6,0.938513800975991,21.576991081237793,0.9277253054353721
93,13,0.9364688939240724,48.678417444229126,0.9121296852019578
55,6,0.938513800975991,21.765254735946655,0.9276311736080177
93,6,0.9360032222894714,22.294721841812134,0.9248558613685653
93,6,0.9360032222894714,21.973676204681396,0.9250163841871307
93,6,0.9360032222894714,22.227941036224365,0.9248892517713593
55,13,0.9428996130937386,46.0447473526001,0.9198772394174386
56,6,0.9394107105952337,22.886847257614136,0.9279672869664267
21,6,0.5097274260545339,13.162391185760498,0.5031462304616536
93,5,0.9340815262358293,18.393367528915405,0.9248848424713716
86,6,0.9367029847721472,23.139779090881348,0.9251330952267065
93,4,0.9325960454783522,14.632434129714966,0.9252798284134947
86,4,0.9315504295522833,15.551070928573608,0.9237748940879965
21,5,0.497005834198063,11.076401233673096,0.4914676335812264
86,4,0.9315504295522833,15.512149810791016,0.9237943546468877
21,5,0.497005834198063,11.099784135818481,0.49145594213015376
93,4,0.9325960454783522,14.758501529693604,0.9252167947135054
