max_depth,n_learner,f1_score,elapsed_time,total_score
2,43,0.945930465,0.499953985,0.90565704
2,22,0.885801803,0.259967089,0.849391114
2,50,0.950178322,0.559907913,0.909089425
2,50,0.950178322,0.539951563,0.903097956
2,50,0.950178322,0.539910078,0.89943823
2,43,0.945930465,0.489448786,0.90653018
2,50,0.950178322,0.529931784,0.904694858
2,43,0.945930465,0.489934444,0.905275283
41,44,0.954076072,0.549931288,0.875759704
2,50,0.950178322,0.559929132,0.903138931
2,43,0.945930465,0.499950886,0.904881418
2,43,0.945930465,0.469920874,0.909720309
2,43,0.945930465,0.489957571,0.909725981
2,43,0.945930465,0.469941378,0.908023267
2,43,0.945930465,0.499958992,0.906095269
2,43,0.945930465,0.479936123,0.909560408
2,43,0.945930465,0.469962597,0.910048667
2,43,0.945930465,0.499954939,0.907776382
2,43,0.945930465,0.469953299,0.90941615
2,43,0.945930465,0.489955664,0.908932833
2,43,0.945930465,0.499933243,0.906298797
2,43,0.945930465,0.499935627,0.904693349
2,43,0.945930465,0.50992465,0.909464092
2,43,0.945930465,0.499940634,0.907132091
2,43,0.945930465,0.489932299,0.905700274
2,43,0.945930465,0.489953756,0.907713729
2,43,0.945930465,0.499934912,0.903999329
2,40,0.944674778,0.439944267,0.91060056
2,43,0.945930465,0.509938002,0.903443754
4,43,0.953932508,0.55992794,0.90827058
2,43,0.945930465,0.489934444,0.911233001
2,43,0.945930465,0.509938478,0.906617994
2,43,0.945930465,0.469919682,0.911721304
2,43,0.945930465,0.479925394,0.903029486
2,43,0.945930465,0.469957829,0.90728782
2,43,0.945930465,0.489954948,0.903970474
2,43,0.945930465,0.469959974,0.9047082
2,20,0.872436956,0.229975939,0.825162097
2,43,0.945930465,0.509936094,0.907751227
2,43,0.945930465,0.499449968,0.905923856
2,43,0.945930465,0.499934196,0.907748937
4,43,0.953932508,0.549929857,0.911464801
4,43,0.953932508,0.539948463,0.907713299
4,43,0.953932508,0.569927692,0.911852315
4,43,0.953932508,0.549930096,0.911066131
2,20,0.872436956,0.229971886,0.824923294
4,43,0.953932508,0.579925537,0.914704247
66,20,0.945053105,0.299964666,0.834081421
4,43,0.953932508,0.559945345,0.910926651
2,20,0.872436956,0.249973774,0.826556183
2,20,0.872436956,0.239971876,0.826260706
4,43,0.953932508,0.549930573,0.914371233
4,43,0.953932508,0.82991004,0.906347709
2,20,0.872436956,0.229971647,0.825568186
2,20,0.872436956,0.259966135,0.825463269
24,20,0.945053105,0.329958439,0.876150805
8,43,0.954175265,0.529913425,0.910238855
66,43,0.954215977,0.539948225,0.848595227
6,23,0.947152152,0.349955082,0.911107267
4,31,0.952678483,0.469935417,0.929107529
4,43,0.953932508,0.559929132,0.906989086
4,43,0.953932508,0.589921236,0.912780272
4,43,0.953932508,0.539931297,0.914685157
29,20,0.945053105,0.29998517,0.870722122
66,20,0.945053105,0.289962292,0.834406625
4,43,0.953932508,0.539921284,0.911882315
4,43,0.953932508,0.549944401,0.916409967
4,43,0.953932508,0.579925537,0.914040315
4,43,0.953932508,0.569928885,0.912706958
4,43,0.953932508,0.539931536,0.908852273
2,43,0.945930465,0.479952812,0.909380721
41,43,0.954215977,0.549931288,0.879393478
33,43,0.954215977,0.549949884,0.882896094
48,43,0.954215977,0.559946775,0.863976858
66,43,0.954215977,0.549928904,0.84882571
4,43,0.953932508,0.549948931,0.914608371
37,43,0.954215977,0.52995038,0.882784342
2,43,0.945930465,0.469958305,0.904790787
4,43,0.953932508,0.539933205,0.908714066
66,13,0.922092988,0.209974051,0.775560332
2,43,0.945930465,0.479941368,0.906294726
2,43,0.945930465,0.479934216,0.90572803
2,43,0.945930465,0.489955664,0.904552964
8,43,0.954175265,0.549932003,0.908033288
4,43,0.953932508,0.549952507,0.915876209
66,43,0.954215977,0.579927683,0.851624768
41,43,0.954215977,0.549932241,0.87526852
66,43,0.954215977,0.549953461,0.849758834
41,43,0.954215977,0.579925776,0.872447333
66,43,0.954215977,0.569926739,0.846616475
59,43,0.954215977,0.549931526,0.85653528
4,43,0.953932508,0.579926252,0.917482221
19,43,0.954215977,0.539932489,0.897465821
66,43,0.954215977,0.519936085,0.847944884
66,43,0.954215977,0.529946089,0.847326889
72,43,0.954215977,0.539951801,0.845116895
45,43,0.954215977,0.539931297,0.873782785
41,43,0.954215977,0.539932966,0.87256315
4,30,0.952613089,0.429942846,0.932405857
41,43,0.954215977,0.539931774,0.879634759
45,43,0.954215977,0.559949398,0.873680644
72,43,0.954215977,0.559908867,0.843061729
4,43,0.953932508,0.539946318,0.910505586
45,43,0.954215977,0.529913902,0.874771698
4,43,0.953932508,0.549947262,0.910157421
72,21,0.946455587,0.319962263,0.83418456
72,43,0.954215977,0.529936314,0.841007257
72,43,0.954215977,0.55990696,0.838283606
60,8,0.845976853,0.139984369,0.680608478
72,30,0.95164065,0.409943581,0.858459121
72,43,0.954215977,0.549949408,0.845432291
60,8,0.845976853,0.149981022,0.680417601
60,8,0.845976853,0.129986286,0.678752501
4,8,0.82315713,0.139986277,0.71346446
60,43,0.954215977,0.549926519,0.85478852
60,8,0.845976853,0.139982939,0.678018847
60,39,0.953581227,0.489937305,0.873602069
4,8,0.82315713,0.129985332,0.712930784
60,43,0.954215977,0.549928665,0.852891743
4,43,0.953932508,0.529930592,0.913454172
60,8,0.845976853,0.139983416,0.679573287
60,43,0.954215977,0.559922218,0.857684517
4,8,0.82315713,0.129986525,0.71201434
4,43,0.953932508,0.559929848,0.911879184
4,43,0.953932508,0.569906235,0.912535407
60,8,0.845976853,0.129985809,0.680062704
4,8,0.82315713,0.11998558,0.711101281
48,8,0.845976853,0.139984846,0.689340276
60,8,0.845976853,0.129984379,0.679025036
60,8,0.845976853,0.139983416,0.680720503
4,8,0.82315713,0.129987955,0.711834827
60,8,0.845976853,0.12998414,0.681709865
60,4,0.63028255,0.089990616,0.442775118
4,43,0.953932508,0.529932261,0.91451108
4,8,0.82315713,0.139984131,0.715315388
4,43,0.953932508,0.569947243,0.911771298
60,8,0.845976853,0.129986048,0.680276476
96,43,0.954215977,0.609939814,0.822934082
4,10,0.864853518,0.159978151,0.764099159
4,8,0.82315713,0.129984856,0.70970069
72,43,0.954215977,0.529933453,0.844550503
4,8,0.82315713,0.149982452,0.712156859
72,43,0.954215977,0.559930325,0.841813953
4,41,0.953198658,0.529947281,0.917901218
4,8,0.82315713,0.129984856,0.713386072
48,8,0.845976853,0.149981976,0.690790744
48,8,0.845976853,0.139983416,0.689009761
4,43,0.953932508,0.549925327,0.913807113
4,43,0.953932508,0.569927454,0.914901061
48,41,0.953146578,0.503954411,0.870388883
72,43,0.954215977,0.559946537,0.84872363
72,43,0.954215977,0.529931545,0.844111697
4,43,0.953932508,0.549929857,0.911437667
48,8,0.845976853,0.139984846,0.693044824
4,8,0.82315713,0.129986048,0.713988141
48,8,0.845976853,0.129985809,0.691273885
48,8,0.845976853,0.139983892,0.69271486
72,8,0.845976853,0.129986763,0.667958987
4,43,0.953932508,0.549910069,0.91168076
4,8,0.82315713,0.129983425,0.71331853
48,8,0.845976853,0.139984846,0.691426508
4,8,0.82315713,0.129986286,0.711827394
48,10,0.885872186,0.169983625,0.740131449
4,8,0.82315713,0.12998414,0.711842783
48,8,0.845976853,0.1399827,0.692067645
72,43,0.954215977,0.559929132,0.8392328
48,8,0.845976853,0.129985571,0.690150097
72,43,0.954215977,0.529932737,0.84709409
48,12,0.913376913,0.199973822,0.780343009
48,8,0.845976853,0.129986763,0.692379254
48,8,0.845976853,0.149982452,0.696004699
48,8,0.845976853,0.149982452,0.69246512
4,43,0.953932508,0.529930115,0.913984106
36,8,0.845976853,0.129984856,0.703686496
72,43,0.954215977,0.519931555,0.845072687
11,8,0.845976853,0.129983664,0.728299299
48,8,0.845976853,0.169983625,0.691410775
48,8,0.845976853,0.139982939,0.688454254
48,45,0.954329514,0.549948931,0.864651717
48,5,0.719084246,0.089990377,0.552785206
82,8,0.845976853,0.149986506,0.658665256
4,37,0.954194019,0.499451637,0.927531601
4,43,0.953932508,0.529912472,0.908752259
4,13,0.907970622,0.209976673,0.822812875
48,43,0.954215977,0.529930115,0.869955086
48,8,0.845976853,0.129983902,0.693601322
4,43,0.953932508,0.539930582,0.914479272
48,8,0.845976853,0.149994135,0.692956373
45,8,0.845976853,0.129984617,0.695155993
67,43,0.954215977,0.569930077,0.84713737
4,43,0.953932508,0.557430267,0.90956787
4,43,0.953932508,0.577408075,0.907422805
4,43,0.953932508,0.578407049,0.906892325
4,43,0.953932508,0.552416801,0.91596323
48,8,0.845976853,0.142852068,0.691640268
4,13,0.907970622,0.209785938,0.823171674
4,37,0.954194019,0.532455444,0.927196026
4,43,0.953932508,0.59437561,0.913644356
4,13,0.907970622,0.204790115,0.821757071
4,37,0.954194019,0.486500978,0.9289554
4,13,0.907970622,0.223770857,0.824357362
4,13,0.907970622,0.197798252,0.824103014
4,37,0.954194019,0.513461113,0.927065423
4,37,0.954194019,0.523406506,0.930798494
4,13,0.907970622,0.19997859,0.82336489
4,43,0.953932508,0.572180271,0.912328601
4,40,0.953917684,0.519934177,0.912562561
4,43,0.953932508,0.559911728,0.911952875
4,13,0.907970622,0.199976444,0.822396153
4,13,0.907970622,0.189978123,0.823691994
4,37,0.954194019,0.519931793,0.928466428
4,43,0.953932508,0.539931536,0.915571223
4,43,0.953932508,0.559931278,0.915005532
4,13,0.907970622,0.199975252,0.823162542
4,37,0.954194019,0.519950867,0.927022762
4,43,0.953932508,0.539945602,0.916713067
4,37,0.954194019,0.489938259,0.927675726
4,37,0.954194019,0.519932747,0.9274142
4,13,0.907970622,0.209975243,0.822927287
4,37,0.954194019,0.499937773,0.931408199
4,43,0.953932508,0.539952278,0.908528945
7,43,0.95311795,0.529917955,0.91290147
4,43,0.953932508,0.559927225,0.909202387
4,37,0.954194019,0.489953995,0.931592895
4,37,0.954194019,0.479915857,0.928162021
4,35,0.95342165,0.459959269,0.929045723
4,37,0.954194019,0.519933939,0.930597885
4,37,0.954194019,0.529931068,0.92912471
4,18,0.936601139,0.279965639,0.877718495
4,37,0.954194019,0.479955673,0.927877614
4,37,0.954194019,0.489956617,0.928643155
4,37,0.954194019,0.509936333,0.928233628
4,13,0.907970622,0.209973574,0.823290734
4,37,0.954194019,0.499937773,0.928651141
4,37,0.954194019,0.479953527,0.930780784
4,38,0.953325275,0.509934902,0.925465995
4,37,0.954194019,0.489935398,0.928439975
4,18,0.936601139,0.299966335,0.87713589
4,18,0.936601139,0.269983292,0.87735158
4,18,0.936601139,0.259968519,0.877592404
4,13,0.907970622,0.199994326,0.8207099
4,18,0.936601139,0.289965153,0.87842726
4,18,0.936601139,0.269966841,0.878139525
4,18,0.936601139,0.269987345,0.877887494
4,18,0.936601139,0.259966373,0.877243547
4,13,0.907970622,0.189974308,0.822461385
4,13,0.907970622,0.189976215,0.823432298
4,18,0.936601139,0.259983301,0.877732867
4,13,0.907970622,0.199976206,0.823319168
4,15,0.922717811,0.229973555,0.848952537
4,18,0.936601139,0.259967804,0.877907037
77,18,0.939786423,0.259968758,0.807688132
4,18,0.936601139,0.269964933,0.878511581
4,18,0.936601139,0.259968042,0.876520147
4,18,0.936601139,0.269968748,0.876973777
4,37,0.954194019,0.519949436,0.923903404
4,18,0.936601139,0.279965401,0.877414189
40,18,0.939786423,0.25996542,0.84482743
4,37,0.954194019,0.509934902,0.926174372
48,18,0.939786423,0.259985447,0.836539741
4,18,0.936601139,0.259969711,0.878355547
4,37,0.954194019,0.479938507,0.92773325
4,37,0.954194019,0.489938259,0.929262217
4,37,0.954194019,0.4894526,0.929713263
4,39,0.953328195,0.509950399,0.923296204
4,18,0.936601139,0.259968281,0.877483845
77,18,0.939786423,0.269967318,0.807513596
4,37,0.954194019,0.519933462,0.930933263
4,18,0.936601139,0.259967566,0.877729817
4,37,0.954194019,0.479938984,0.930894843
4,18,0.936601139,0.289964199,0.878913447
4,37,0.954194019,0.509936094,0.923612739
4,18,0.936601139,0.279966593,0.876948488
4,37,0.954194019,0.499950886,0.929911806
4,37,0.954194019,0.499937773,0.928321471
9,49,0.955108113,0.579909086,0.896559594
49,18,0.939786423,0.309961796,0.834577705
4,18,0.936601139,0.299961567,0.876158941
4,37,0.954194019,0.479938984,0.92868033
4,37,0.954194019,0.479939461,0.928827481
4,37,0.954194019,0.489953041,0.929019936
4,18,0.936601139,0.269967318,0.877832462
4,18,0.936601139,0.289964676,0.877172444
4,18,0.936601139,0.259968519,0.877066281
4,18,0.936601139,0.279980183,0.878169606
4,37,0.954194019,0.479938745,0.92887224
4,37,0.954194019,0.549931288,0.930077358
4,18,0.936601139,0.269965887,0.878072329
4,18,0.936601139,0.269968987,0.878014724
4,37,0.954194019,0.509937048,0.924751133
4,37,0.954194019,0.489938259,0.928268068
4,37,0.954194019,0.509932756,0.92816786
4,37,0.954194019,0.509934425,0.9274694
4,37,0.954194019,0.519933224,0.931649602
4,18,0.936601139,0.259983301,0.877221219
4,37,0.954194019,0.539931536,0.928611803
4,18,0.936601139,0.269969463,0.876337416
4,18,0.936601139,0.259968758,0.876038523
4,18,0.936601139,0.269965172,0.877615086
11,37,0.952748105,0.469940186,0.921119486
16,37,0.953022089,0.499959707,0.916428404
4,37,0.954194019,0.519451141,0.931417815
4,18,0.936601139,0.279968739,0.87752904
4,18,0.936601139,0.259968042,0.876679384
4,37,0.954194019,0.48993659,0.9322239
4,18,0.936601139,0.26996851,0.877233775
4,37,0.954194019,0.489947319,0.929374057
4,37,0.954194019,0.479958057,0.927589708
4,37,0.954194019,0.479940176,0.927229833
4,37,0.954194019,0.499935627,0.931100117
86,37,0.953022089,0.499936581,0.845932784
4,37,0.954194019,0.519927502,0.932733507
4,37,0.954194019,0.499936342,0.929565608
4,37,0.954194019,0.509935617,0.92952622
4,37,0.954194019,0.510122776,0.926409861
4,37,0.954194019,0.479940653,0.930489577
4,37,0.954194019,0.523444176,0.927886487
4,37,0.954194019,0.489935637,0.926702249
4,37,0.954194019,0.509935856,0.925152225
4,37,0.954194019,0.489938498,0.931624223
4,37,0.954194019,0.479937792,0.93008493
4,37,0.954194019,0.499937534,0.928107344
16,37,0.953022089,0.509953499,0.912670112
4,37,0.954194019,0.479955673,0.925478143
4,37,0.954194019,0.499935389,0.926576775
4,37,0.954194019,0.749908924,0.925888332
4,37,0.954194019,0.509447575,0.926563284
4,37,0.954194019,0.509934902,0.929032398
4,37,0.954194019,0.490013123,0.928556706
4,37,0.954194019,0.515064716,0.931553945
4,37,0.954194019,0.489929438,0.926792324
4,37,0.954194019,0.520077229,0.924041283
4,37,0.954194019,0.499937773,0.932542343
4,37,0.954194019,0.530063629,0.928503384
38,37,0.953022089,0.499936581,0.892891924
16,37,0.953022089,0.532549381,0.917932549
4,37,0.954194019,0.509928942,0.927896709
16,37,0.953022089,0.499953508,0.918931982
16,37,0.953022089,0.479936838,0.914456625
4,37,0.954194019,0.489909172,0.930009145
11,37,0.952748105,0.503753901,0.923728891
4,45,0.953710895,0.579937696,0.912010738
4,37,0.954194019,0.508677959,0.927275591
4,37,0.954194019,0.499953985,0.928673105
16,37,0.953022089,0.50993824,0.916480159
4,37,0.954194019,0.519936323,0.929348401
4,37,0.954194019,0.519949436,0.928333553
4,37,0.954194019,0.509934187,0.925544857
4,37,0.954194019,0.489933729,0.928869025
16,37,0.953022089,0.515939474,0.915769978
4,37,0.954194019,0.489939928,0.927681298
16,18,0.939786423,0.269980669,0.868895637
4,37,0.954194019,0.519933939,0.927297212
4,37,0.954194019,0.489940405,0.926053113
4,34,0.953069298,0.499936819,0.929643438
4,37,0.954194019,0.489954472,0.930635329
4,37,0.954194019,0.489937782,0.927390969
4,37,0.954194019,0.509933949,0.92783353
16,37,0.953022089,0.639917374,0.915814238
16,37,0.953022089,0.489939451,0.91875337
4,37,0.954194019,0.489935637,0.926727875
4,29,0.952047067,0.419944286,0.935364266
4,37,0.954194019,0.489956141,0.928871919
20,12,0.913376913,0.209975481,0.8093589
4,37,0.954194019,0.519957542,0.926323179
99,37,0.953022089,0.499934673,0.833801514
4,37,0.954194019,0.489938259,0.931532483
4,37,0.954194019,0.489957333,0.928124961
4,37,0.954194019,0.509936094,0.927084811
4,37,0.954194019,0.489953995,0.930864789
4,37,0.954194019,0.49993825,0.928191921
4,37,0.954194019,0.509935617,0.929906615
4,37,0.954194019,0.509952545,0.931205471
4,37,0.954194019,0.489938259,0.930347244
4,37,0.954194019,0.479939222,0.929562407
4,37,0.954194019,0.479939461,0.930905358
4,37,0.954194019,0.509929657,0.928131398
4,37,0.954194019,0.479938984,0.927835815
4,37,0.954194019,0.499937296,0.926242188
4,37,0.954194019,0.479943037,0.92778506
4,37,0.954194019,0.499950886,0.929599248
4,37,0.954194019,0.499953032,0.927460588
4,37,0.954194019,0.479939938,0.928691372
4,37,0.954194019,0.499936581,0.927102908
4,37,0.954194019,0.479939461,0.930499964
4,37,0.954194019,0.509935617,0.927134141
16,37,0.953022089,0.469940186,0.913608798
16,42,0.953674314,0.509917736,0.902168535
86,38,0.953263016,0.489937067,0.842964582
4,29,0.952047067,0.399963856,0.938070217
4,37,0.954194019,0.523759842,0.929008668
4,37,0.954194019,0.49674964,0.928378234
16,37,0.953022089,0.509860277,0.916233542
25,19,0.943214449,0.289962769,0.86856011
4,37,0.954194019,0.479938745,0.924764979
16,37,0.953022089,0.479224682,0.916082393
4,37,0.954194019,0.49993515,0.927513688
4,37,0.954194019,0.54695797,0.928964576
16,37,0.953022089,0.502005339,0.915868867
4,37,0.954194019,0.529456377,0.929190458
16,37,0.953022089,0.509507418,0.913522107
16,37,0.953022089,0.507015705,0.917101757
4,37,0.954194019,0.523075342,0.92683469
4,37,0.954194019,0.515136003,0.927291906
4,37,0.954194019,0.539953709,0.929587485
4,49,0.954520868,0.629900455,0.905496548
4,37,0.954194019,0.479939699,0.929388302
4,37,0.954194019,0.518966913,0.92920947
4,37,0.954194019,0.499445915,0.927413196
4,37,0.954194019,0.506474972,0.931848916
4,37,0.954194019,0.559187412,0.926434192
4,37,0.954194019,0.479939222,0.929475887
4,37,0.954194019,0.489938974,0.927072832
4,37,0.954194019,0.486199379,0.925739511
4,37,0.954194019,0.519494057,0.926554991
4,37,0.954194019,0.519949913,0.932455845
4,37,0.954194019,0.519449949,0.932899452
4,37,0.954194019,0.516495228,0.924669881
2,37,0.942357664,0.449227333,0.921114302
16,37,0.953022089,0.479940891,0.914817755
16,37,0.953022089,0.489437103,0.917342512
59,37,0.953022089,0.509937048,0.870734736
16,37,0.953022089,0.480561018,0.914554923
2,37,0.942357664,0.415397167,0.921006231
16,37,0.953022089,0.479933977,0.918698191
2,37,0.942357664,0.410331964,0.919788865
4,37,0.954194019,0.519951344,0.926799016
16,37,0.953022089,0.489058018,0.914293117
4,37,0.954194019,0.509418964,0.929851263
4,37,0.954194019,0.527204037,0.92801636
4,37,0.954194019,0.499524117,0.92807607
4,37,0.954194019,0.529429197,0.928085251
4,37,0.954194019,0.475950956,0.928765556
2,37,0.942357664,0.429241419,0.923319346
2,37,0.942357664,0.409460783,0.92168406
2,37,0.942357664,0.409947157,0.919983317
2,37,0.942357664,0.411360502,0.915206532
2,37,0.942357664,0.409945011,0.921346871
2,39,0.943418985,0.459465027,0.917228987
2,37,0.942357664,0.439958572,0.916766344
2,37,0.942357664,0.420383215,0.918809673
2,37,0.942357664,0.409489632,0.917726454
2,37,0.942357664,0.409947634,0.91610474
2,37,0.942357664,0.426493168,0.923632107
2,6,0.648176227,0.089988708,0.530795547
72,37,0.953022089,0.509446383,0.863615986
2,37,0.942357664,0.409945488,0.9174048
23,9,0.86551056,0.164508343,0.74153043
4,37,0.954194019,0.532911539,0.926858422
4,37,0.954194019,0.489400148,0.928127015
4,37,0.954194019,0.479937553,0.929909638
2,37,0.942357664,0.433094501,0.920980255
16,37,0.953022089,0.47738862,0.916861824
4,12,0.893225704,0.188014269,0.803049062
2,37,0.942357664,0.40994668,0.916548577
2,37,0.942357664,0.409948349,0.916738742
4,37,0.954194019,0.493961334,0.932653084
4,37,0.954194019,0.48994112,0.92974071
4,2,0.240169312,0.046997786,0.101121603
4,11,0.877989873,0.172981501,0.784166135
16,37,0.953022089,0.469195127,0.916313607
4,47,0.953932423,0.569418907,0.907936653
4,37,0.954194019,0.489657164,0.930276437
4,37,0.954194019,0.486545801,0.93089815
4,12,0.893225704,0.189992428,0.802329847
4,7,0.793983645,0.129988432,0.675318804
4,12,0.893225704,0.189978838,0.803815961
4,33,0.953056974,0.479955435,0.928549218
16,37,0.953022089,0.469954491,0.915786372
4,37,0.954194019,0.494045734,0.932061917
4,37,0.954194019,0.51995492,0.930620505
