F1 Score,Recall,Precision,Accuracy,Average Error,MSE,RMSE,Elapsed Time
0.839369259412944,0.811157106248768,0.9181176087054091,0.811157106248768,1.3593834800542197,14.379062113295879,3.7805980514754354,0.0849459171295166
0.7382542207452073,0.707076680465208,0.8668227243883441,0.707076680465208,1.5470691447856026,15.406300968906272,3.8466698821712377,0.1374809741973877
0.9202324157165358,0.9176029962546817,0.9438729368099692,0.9176029962546817,0.6819765141960351,6.255262316447738,2.4187836764319752,0.18006372451782227
0.9368146514198207,0.9337670017740982,0.9587801491795307,0.9337670017740982,0.6851477004906105,8.485851842527136,2.7388477799917808,0.23745298385620117
0.9436827109183518,0.9444115907746895,0.958904827506504,0.9444115907746895,0.4140505480557544,3.9958594895260258,1.9733595131175166,0.28029656410217285
0.9449459594180343,0.9461856889414547,0.9595775353032444,0.9461856889414547,0.4044742686860687,3.736505478221444,1.8903084164309278,0.33723926544189453
0.947588095318243,0.9489453972008673,0.9617197228817572,0.9489453972008673,0.3765318794698529,3.4663020117121355,1.8065162565279682,0.3894481658935547
0.9491297039449387,0.9505223733491031,0.9627674126825646,0.9505223733491031,0.34856379166041646,3.202901693968798,1.7157876807237002,0.4283442497253418
0.9490546778777535,0.9505223733491031,0.9624478979416886,0.9505223733491031,0.345100650644014,2.8621730143323805,1.6325757309880684,0.47137975692749023
0.9492434508193355,0.9507194953676326,0.9627013689816765,0.9507194953676326,0.3387162011489973,2.4878119074564475,1.533073637125576,0.527618408203125
0.9496335162287628,0.951310861423221,0.9627338449928633,0.951310861423221,0.33306473246743895,2.344579895698909,1.4524774969831398,0.5891685485839844
0.9497005014898554,0.9511137394046915,0.9631631329443275,0.9511137394046915,0.3568124157900067,2.7163549892768217,1.5434156359104367,0.6246161460876465
0.9499018033386256,0.9511137394046915,0.9636651398626561,0.9511137394046915,0.32422894258340795,2.779794124199057,1.5576961160233107,0.6752042770385742
0.9516128893045904,0.9526907155529273,0.9650149847961795,0.9526907155529273,0.2845440196133513,2.3635485257942377,1.4489519228522523,0.7286739349365234
0.9515232944042327,0.9520993494973389,0.9658714842334003,0.9520993494973389,0.31739517606360906,2.9043507828049706,1.583425711688733,0.802100658416748
0.9523495937373327,0.9530849595899862,0.9666472717330198,0.9530849595899862,0.3470670299051722,3.5504539903654693,1.6945763833094238,0.9655964374542236
0.9524951002730713,0.9532820816085157,0.9667513225762782,0.9532820816085157,0.30998899684295694,2.959850070294196,1.5823941023396708,0.8875248432159424
0.9521184197662903,0.9530849595899862,0.9661563867063571,0.9530849595899862,0.30245868324094144,2.810472925884282,1.536065876336263,0.9246125221252441
0.9520789552053104,0.9528878375714568,0.9662628197962319,0.9528878375714568,0.2776202510572962,2.1189411795491515,1.381338739363878,1.0356836318969727
0.9519355652925533,0.9526907155529273,0.9663477984441909,0.9526907155529273,0.24926413579943762,1.6739547555535637,1.2572326571799948,1.1154472827911377
0.9534765659612892,0.954267691701163,0.9669632003014618,0.954267691701163,0.23180760454824867,1.519675378831207,1.196523969538722,1.1513283252716064
0.9537640711275641,0.9544648137196925,0.9670518554315125,0.9544648137196925,0.21454800735506585,1.2829639537749937,1.0970441854907673,1.2168302536010742
0.9537312480906015,0.954267691701163,0.9670441611305007,0.954267691701163,0.21536307082540188,1.2939311530391322,1.101986289365906,1.250823974609375
0.9539015751680843,0.9544648137196925,0.9669490277118898,0.9544648137196925,0.2170868486080222,1.2905671191789916,1.093250849037798,1.307511806488037
0.9534328058269107,0.9540705696826336,0.9666876205906365,0.9540705696826336,0.23431370241206748,1.5038943648401795,1.1828952019219274,1.2950961589813232
0.9528601525783261,0.9536763256455746,0.9664514866170689,0.9536763256455746,0.22960085088105942,1.476225259052553,1.173460152944097,1.3642466068267822
0.95469229154065,0.9550561797752809,0.9682067556816227,0.9550561797752809,0.21603051151526434,1.3141010090757796,1.098901211399226,1.37965989112854
0.9551104199530039,0.9554504238123398,0.9682742123723793,0.9554504238123398,0.20766628190772574,1.2334011804015574,1.0634150876377626,1.451925277709961
0.9552285011621555,0.9554504238123398,0.9688913635808964,0.9554504238123398,0.2117491143720799,1.2725718673142803,1.0829127135583854,1.5092835426330566
0.9551576311031127,0.9554504238123398,0.9689783760274595,0.9554504238123398,0.2121048635041002,1.2736841301009671,1.082262995262772,1.562077283859253
0.9542855613542853,0.954661935738222,0.9683582260873803,0.954661935738222,0.21290289407789711,1.2773804094272578,1.085472021078826,1.6261744499206543
0.9542737293601097,0.954661935738222,0.9684242121853003,0.954661935738222,0.21634088113179742,1.2908365631755079,1.0903281008574288,1.6563937664031982
0.9542978587012115,0.954661935738222,0.968214233146226,0.954661935738222,0.21634675616284813,1.292887812592164,1.0900389501022139,1.681819200515747
0.9550873992305509,0.9554504238123398,0.9689347240796088,0.9554504238123398,0.20952477678595285,1.2681169076666199,1.080885200367425,1.7636620998382568
0.9556687106512541,0.9558446678493988,0.9693341450585685,0.9558446678493988,0.2084482823279463,1.2660444457430697,1.0774144657493512,1.8514525890350342
0.955645242650258,0.9558446678493988,0.969313991963312,0.9558446678493988,0.20817480483131454,1.2646719965470237,1.0767138972849097,2.0921406745910645
0.9544089872640044,0.954661935738222,0.9686849295217125,0.954661935738222,0.2206274533533774,1.4239980752029993,1.1261586896625753,1.9269888401031494
0.9553982818610531,0.9556475458308693,0.969284174769095,0.9556475458308693,0.21829868796000262,1.4122283157528275,1.1154988318349806,2.0203425884246826
0.9554897907639162,0.9556475458308693,0.9692370560643773,0.9556475458308693,0.22180075596967005,1.4334540944995944,1.1228029077726875,1.9674744606018066
0.9548395643449138,0.9552533017938104,0.968330557892947,0.9552533017938104,0.22364885610124294,1.4086948564528423,1.091596291122928,2.0875086784362793
0.9552591953086016,0.9554504238123398,0.9689738355912217,0.9554504238123398,0.22162031508518268,1.4108532290293132,1.0980035468138756,2.1572225093841553
0.9549918118647127,0.9552533017938104,0.9685875210712583,0.9552533017938104,0.2244981185293381,1.4230021760761102,1.1058925581087429,2.274109363555908
0.9552003555386616,0.9552533017938104,0.9688539202436305,0.9552533017938104,0.22335683087036143,1.4200155161310495,1.1050801871513902,2.225674629211426
0.9551103583254865,0.9552533017938104,0.9686272583670572,0.9552533017938104,0.222675576199155,1.4141359254967938,1.1031702708921987,2.312885046005249
0.9554552061483318,0.9554504238123398,0.9692448789137139,0.9554504238123398,0.2218952118624946,1.4135324296756577,1.1018036658177854,2.3174843788146973
0.9551892384092364,0.9552533017938104,0.9689090176967172,0.9552533017938104,0.22503280110101676,1.4231019358841361,1.106157769039546,2.539623975753784
0.9548517974153793,0.9548590577567514,0.9687685007022677,0.9548590577567514,0.22184573075727276,1.4148651194571709,1.1010679690749434,2.487142562866211
0.9545134522071345,0.954661935738222,0.9682392437271207,0.954661935738222,0.2254016573872831,1.446561907883627,1.1309340079983141,2.446577548980713
0.9543623679933655,0.9544648137196925,0.9681852764052646,0.9544648137196925,0.22521396681215486,1.4456168907014966,1.1300762864942318,2.403430938720703
0.9545014058615576,0.954661935738222,0.9682230083471953,0.954661935738222,0.22522983608144118,1.4460464439661012,1.130466656666712,2.4842636585235596
0.9545165352695995,0.954661935738222,0.9684146383436744,0.954661935738222,0.22366450325504994,1.44063619408277,1.1260853318150474,2.542692184448242
0.9540556950915714,0.954267691701163,0.9682615061089336,0.954267691701163,0.22687454026933893,1.4511088087363697,1.1333293536097269,2.76847505569458
0.9545801108963717,0.954661935738222,0.9687879186105087,0.954661935738222,0.22397071450862974,1.3782142537891664,1.1066495413248019,2.709068536758423
0.9546534414250542,0.9548590577567514,0.9686285285339099,0.9548590577567514,0.22431094949601035,1.3791571497206077,1.106931382194028,2.7566659450531006
0.9549147194509685,0.9550561797752809,0.9689356321230952,0.9550561797752809,0.22252761416910535,1.3736631104350447,1.1030916439544114,2.771031141281128
0.9548183306348872,0.9550561797752809,0.968719893025038,0.9550561797752809,0.22489155664952887,1.3879200363185458,1.11466158151426,2.880962610244751
0.955055873620369,0.9550561797752809,0.9689990923284831,0.9550561797752809,0.2215917509358473,1.3434183181054873,1.0713195094331376,2.930817127227783
0.9551397271553578,0.9552533017938104,0.9689230879946433,0.9552533017938104,0.22554479177343603,1.4540318921863717,1.1364900572386138,2.931314468383789
0.9551048971147224,0.9552533017938104,0.9685985904495661,0.9552533017938104,0.2229967655823273,1.3851793804278325,1.114407812162642,2.9711413383483887
0.9550447303951514,0.9552533017938104,0.9686682373849732,0.9552533017938104,0.2243318729187934,1.384569520854628,1.1117430811115911,2.9410057067871094
0.9548682329015424,0.9550561797752809,0.9685297541891273,0.9550561797752809,0.2251739500023937,1.3864354330102442,1.1118340034800658,2.9684438705444336
0.9547343566588549,0.9550561797752809,0.9683376597776361,0.9550561797752809,0.22932270522640583,1.4057796343237206,1.1230437582785378,3.1515426635742188
0.954831865212898,0.9550561797752809,0.9685956108634995,0.9550561797752809,0.22795366365466307,1.4038079318079173,1.1224064144085948,3.101806163787842
0.9547710432567479,0.9550561797752809,0.9684274598082996,0.9550561797752809,0.22710276186183273,1.3985957466897627,1.1204668261880624,3.2019429206848145
0.9549586209724156,0.9550561797752809,0.9691115699246983,0.9550561797752809,0.22508781286527726,1.394910073616919,1.119405044735564,3.1921725273132324
0.954932608261601,0.9550561797752809,0.9692014771701347,0.9550561797752809,0.22820215538534935,1.401832775241797,1.116281515761875,3.321779489517212
0.9545964483748792,0.954661935738222,0.9689666232096747,0.954661935738222,0.23034567920699456,1.4060339122321668,1.117765668943816,3.3122153282165527
0.9548328296939748,0.9550561797752809,0.9689686066829769,0.9550561797752809,0.23026856951281047,1.482723384662718,1.1515920839282323,3.4321541786193848
0.9546910540199696,0.9548590577567514,0.9689221137624449,0.9548590577567514,0.22794326085673267,1.444149501501206,1.1158268905727615,3.9910521507263184
0.9555523654441224,0.9556475458308693,0.9696970194752572,0.9556475458308693,0.22001191155852565,1.4240831363792346,1.1103002163113438,3.4113619327545166
0.9554034929050873,0.9554504238123398,0.9696279983240361,0.9554504238123398,0.21971361809160128,1.4217635487503684,1.1079254548572075,3.5915682315826416
0.9553913732596145,0.9554504238123398,0.9695461278104683,0.9554504238123398,0.21957703054925373,1.4171741008325895,1.0997844836100361,3.6513726711273193
0.9549510925118235,0.9550561797752809,0.9690108974408205,0.9550561797752809,0.2199245824624095,1.412151495476854,1.0980562122823816,3.6013576984405518
0.9553589637653481,0.9554504238123398,0.9692513834589529,0.9554504238123398,0.21925656689709605,1.409827665346609,1.0938876028688203,3.7616631984710693
0.955267536464125,0.9552533017938104,0.96959913457548,0.9552533017938104,0.21762638574228718,1.4025316236003957,1.0879609015574587,3.7413859367370605
0.9557829835200806,0.9558446678493988,0.9698775089815894,0.9558446678493988,0.21415233769131778,1.3853284355143938,1.0833756750783954,3.8912177085876465
0.9554611832052378,0.9554504238123398,0.9697039818713384,0.9554504238123398,0.21552087758589186,1.3946444522654884,1.089210570263999,3.7726681232452393
0.9553505331832925,0.9554504238123398,0.9693884301956448,0.9554504238123398,0.2160999256940553,1.3942986884031152,1.088014246460572,3.9219465255737305
0.954975148006015,0.9550561797752809,0.9689695956845574,0.9550561797752809,0.21832936016862148,1.3987575573522477,1.0898364698701668,3.9624269008636475
0.9547229389276677,0.9548590577567514,0.968858753660646,0.9548590577567514,0.22411556068864566,1.4493226497482157,1.1094242991826446,4.011609077453613
0.9551884085829657,0.9552533017938104,0.9692388108857654,0.9552533017938104,0.21742938500115602,1.3985019466441742,1.0903532654427968,3.99163556098938
0.9553274464511579,0.9554504238123398,0.969276542827696,0.9554504238123398,0.21734347434823506,1.398416035991253,1.0902563678504373,4.301285743713379
0.9553549284419752,0.9554504238123398,0.9692681445194752,0.9554504238123398,0.2176438290042136,1.3997906064379884,1.0917991811254495,4.2614946365356445
0.9554931840799352,0.9556475458308693,0.969297663043967,0.9556475458308693,0.21744292366318696,1.3971252549467492,1.087973254850523,4.221769571304321
0.9551758633604855,0.9552533017938104,0.969268144519475,0.9552533017938104,0.2182572862444915,1.396865401737297,1.0868425355836402,4.231793403625488
0.9548767135500824,0.9550561797752809,0.9689157000215545,0.9550561797752809,0.22781655101687878,1.4843998720609999,1.1163990727793431,4.321657180786133
